"spec","item","variable","response","refits","n_min","n_max","mean_shap","minimum","maximum","positive_refits","negative_refits"
"withheld","Q39","Q39R3","Not observed / routed",3,219,233,-0.000153298915165591,-0.000345542258143025,2.22984948657155e-07,1,2
"withheld","Q39","Q39R4","(0) NO TO: Email",3,155,173,0.00013741923584138,1.75614210038747e-05,0.000233093128117224,3,0
"withheld","Q39","Q39R4","(1) Email",3,129,133,0.000125706070699708,1.27967407704445e-05,0.000208165288773384,3,0
"withheld","Q39","Q39R4","Not observed / routed",3,219,233,-0.000153298915165591,-0.000345542258143025,2.22984948657155e-07,1,2
"withheld","Q39","Q39R5","(0) NO TO: Direct message on social media",3,268,283,7.36661706144173e-05,-4.29636607245155e-06,0.000131478866021672,2,1
"withheld","Q39","Q39R5","(1) Direct message on social media",3,19,23,0.000790817880502949,0.000251090178916316,0.00163092923401351,3,0
"withheld","Q39","Q39R5","Not observed / routed",3,219,233,-0.000153298915165591,-0.000345542258143025,2.22984948657155e-07,1,2
"withheld","Q39","Q39R6","(0) NO TO: Mail sent to my house",3,136,156,-4.14621999150042e-05,-0.000118995832974125,3.62054100421022e-05,1,2
"withheld","Q39","Q39R6","(1) Mail sent to my house",3,146,152,0.000301727096085118,0.000130491878531221,0.00050326168883861,3,0
"withheld","Q39","Q39R6","Not observed / routed",3,219,233,-0.000153298915165591,-0.000345542258143025,2.22984948657155e-07,1,2
"withheld","Q39","Q39R7","(0) NO TO: Someone talked to me on the street, outside a store or something similar",3,264,278,7.47809892590433e-05,-1.87798169326867e-06,0.000167884139722887,2,1
"withheld","Q39","Q39R7","(1) Someone talked to me on the street, outside a store or something similar",3,24,27,0.000701634603767171,0.00020285203419425,0.00107120188013868,3,0
"withheld","Q39","Q39R7","Not observed / routed",3,219,233,-0.000153298915165591,-0.000345542258143025,2.22984948657155e-07,1,2
"withheld","Q40","Q40","(01) Yes",3,52,54,0.000134535913319104,0.000118092467653596,0.000164025771126747,3,0
"withheld","Q40","Q40","(02) No",3,416,420,-4.98067367021076e-05,-7.05649363579467e-05,-3.67562154480105e-05,0,3
"withheld","Q40","Q40","(88) Don",3,45,49,0.000157058075769067,-6.81761983925466e-05,0.00033626984784507,2,1
"withheld","Q400","Q400","(1) Yes",3,254,261,-4.72311150293697e-05,-8.71615203364499e-05,-5.73830183495599e-06,0,3
"withheld","Q400","Q400","(2) No",3,131,138,5.27703738991271e-05,2.5452948245046e-05,7.57689189161959e-05,3,0
"withheld","Q400","Q400","(3) Don",3,122,131,0.00011479714261066,5.86208484587311e-05,0.000174861954848246,3,0
"withheld","Q401_Q404R1","Q401_Q404R1","(1) Strongly agree",3,79,91,-5.94877849032506e-05,-7.107257644575e-05,-4.33825666488889e-05,0,3
"withheld","Q401_Q404R1","Q401_Q404R1","(2) Somewhat agree",3,72,82,0.000171044307354224,-2.20530972715048e-05,0.000285810957424648,2,1
"withheld","Q401_Q404R1","Q401_Q404R1","(3) Neither agree nor disagree",3,67,74,0.000160555783818493,7.91467197475003e-05,0.000315453822491099,3,0
"withheld","Q401_Q404R1","Q401_Q404R1","(4) Somewhat disagree",3,15,20,2.3231815543076e-05,-0.00016667397758735,0.000135595394292318,2,1
"withheld","Q401_Q404R1","Q401_Q404R1","(5) Strongly disagree",1,15,15,-0.000205345199052335,-0.000205345199052335,-0.000205345199052335,0,1
"withheld","Q401_Q404R1","Q401_Q404R1","Not observed / routed",3,247,263,-4.49128889240714e-05,-7.34280537313543e-05,3.7764842516055e-07,1,2
"withheld","Q401_Q404R2","Q401_Q404R2","(1) Strongly agree",3,109,138,-0.00024045746936953,-0.000311244321556196,-0.000137567708249544,0,3
"withheld","Q401_Q404R2","Q401_Q404R2","(2) Somewhat agree",3,65,75,0.000203691717591745,-3.30834963534308e-05,0.000648821019320254,1,2
"withheld","Q401_Q404R2","Q401_Q404R2","(3) Neither agree nor disagree",3,47,58,0.000191564083229888,-3.34044296027747e-06,0.000487366868544199,2,1
"withheld","Q401_Q404R2","Q401_Q404R2","(4) Somewhat disagree",3,10,11,0.00466228082350529,0.00189802667710749,0.00824143660643814,3,0
"withheld","Q401_Q404R2","Q401_Q404R2","Not observed / routed",3,247,263,-6.50601883909157e-05,-0.000138199449333854,1.17844398045488e-05,1,2
"withheld","Q401_Q404R3","Q401_Q404R3","(1) Strongly agree",3,52,65,-5.02859378307428e-05,-0.000123228520908326,3.06178918342152e-05,1,2
"withheld","Q401_Q404R3","Q401_Q404R3","(2) Somewhat agree",3,56,64,-0.00018742959664229,-0.000231925801056485,-0.000101928264176739,0,3
"withheld","Q401_Q404R3","Q401_Q404R3","(3) Neither agree nor disagree",3,102,116,7.69505427432462e-06,-5.37874322055182e-05,9.14478014499586e-05,1,2
"withheld","Q401_Q404R3","Q401_Q404R3","(4) Somewhat disagree",3,15,30,0.000904269226799521,0.000355055919078755,0.00121856579227636,3,0
"withheld","Q401_Q404R3","Q401_Q404R3","(5) Strongly disagree",3,12,20,0.000636905391009948,0.000129131535252026,0.00125298447072081,3,0
"withheld","Q401_Q404R3","Q401_Q404R3","Not observed / routed",3,247,263,-2.76625598047289e-05,-4.95954361594788e-05,-6.49070555266599e-06,0,3
"withheld","Q401_Q404R4","Q401_Q404R4","(1) Strongly agree",3,60,69,-7.12671972611898e-05,-0.000128148451856867,-2.16275763542501e-06,0,3
"withheld","Q401_Q404R4","Q401_Q404R4","(2) Somewhat agree",3,78,87,0.000186374385591863,9.92905817975584e-05,0.000277819286595199,3,0
"withheld","Q401_Q404R4","Q401_Q404R4","(3) Neither agree nor disagree",3,92,98,0.000144774041186774,5.31434623028551e-05,0.000276960813064488,3,0
"withheld","Q401_Q404R4","Q401_Q404R4","(4) Somewhat disagree",3,11,21,6.37095956285488e-05,-3.182474939194e-05,0.000140904841824235,2,1
"withheld","Q401_Q404R4","Q401_Q404R4","(5) Strongly disagree",1,13,13,-2.48466294279822e-05,-2.48466294279822e-05,-2.48466294279822e-05,0,1
"withheld","Q401_Q404R4","Q401_Q404R4","Not observed / routed",3,247,263,-8.12990946439551e-05,-0.000124222369717737,-1.49483644986394e-05,0,3
"withheld","Q405","Q405","(1) 1= Government should help Blacks",3,13,14,4.70089333064078e-05,-2.97073929679197e-05,0.000169381281555561,2,1
"withheld","Q405","Q405","(4) 4",3,14,17,-4.68923489214051e-05,-0.000182446951972543,3.45736267711843e-05,2,1
"withheld","Q405","Q405","Not observed / routed",3,460,467,-1.28672304468461e-05,-2.51262512000668e-05,-5.37624852396892e-06,0,3
"withheld","Q406","Q406","(1) More active",3,102,110,-0.000107835372287675,-0.000184119269539338,3.19821328932339e-06,1,2
"withheld","Q406","Q406","(2) Less active",3,107,129,9.12955700324347e-05,8.07042809230657e-05,0.000110338670210662,3,0
"withheld","Q406","Q406","(3) Had little effect",3,282,312,-1.51278508867533e-07,-3.85114564288312e-05,4.17724322673765e-05,1,2
"withheld","Q407","Q407R1","(0) NO TO: Personal or family health",3,103,132,-0.000160049120845152,-0.000446149948454968,0.000127195254612802,1,2
"withheld","Q407","Q407R1","(1) Personal or family health",3,99,107,-5.00690631907749e-05,-0.000269655982230902,6.53968003019771e-05,2,1
"withheld","Q407","Q407R1","Not observed / routed",3,282,312,0.000171185229359398,1.14699777697276e-05,0.000404235648229571,3,0
"withheld","Q407","Q407R2","(0) NO TO: Personal or family finances",3,129,151,-0.00013189546553173,-0.000523158380728976,0.000177469377612168,1,2
"withheld","Q407","Q407R2","(1) Personal or family finances",3,80,88,-8.73249353872755e-05,-0.000103739547842851,-5.51711638110001e-05,0,3
"withheld","Q407","Q407R2","Not observed / routed",3,282,312,0.000171185229359398,1.14699777697276e-05,0.000404235648229571,3,0
"withheld","Q407","Q407R3","(0) NO TO: Social changes like distancing and closures",3,105,117,-0.000175327885465984,-0.000346623544650583,-6.89289580525959e-05,0,3
"withheld","Q407","Q407R3","(1) Social changes like distancing and closures",3,104,122,-5.43708057389181e-05,-0.000379679896035121,0.000248128307610554,1,2
"withheld","Q407","Q407R3","Not observed / routed",3,282,312,0.000171185229359398,1.14699777697276e-05,0.000404235648229571,3,0
"withheld","Q407","Q407R4","(0) NO TO: New policies and issues",3,152,188,-0.000150875922081601,-0.000366223541072609,7.92453149755937e-05,1,2
"withheld","Q407","Q407R4","(1) New policies and issues",3,51,61,1.38799895070322e-06,-0.000354872532838996,0.000187380874888163,2,1
"withheld","Q407","Q407R4","Not observed / routed",3,282,312,0.000171185229359398,1.14699777697276e-05,0.000404235648229571,3,0
"withheld","Q407","Q407R5","(0) NO TO: Other (Specify)",3,203,230,-9.75817232249738e-05,-0.000324966744828669,0.000100201822455633,1,2
"withheld","Q407","Q407R5","Not observed / routed",3,282,312,0.000171185229359398,1.14699777697276e-05,0.000404235648229571,3,0
"withheld","Q408","Q408","(1) Always",3,357,363,-0.000251984435441713,-0.00034062105314243,-0.000147099157675487,0,3
"withheld","Q408","Q408","(2) Usually",3,64,78,0.000192465254753673,6.660571818165e-05,0.000379836027544441,3,0
"withheld","Q408","Q408","(3) Sometimes",3,49,50,0.000593350695086438,0.000315404603059339,0.00111749527123625,3,0
"withheld","Q408","Q408","(4) Rarely",3,26,30,0.000546020334448115,1.65048934389735e-05,0.00133012170588852,3,0
"withheld","Q408","Q408","(5) Never",2,10,15,0.0051267318102539,0.00392338151386818,0.00633008210663961,2,0
"withheld","Q409","Q409","(1) Excellent",3,75,88,0.000301400302911445,0.000119248383269165,0.000505836915060056,3,0
"withheld","Q409","Q409","(2) Very good",3,169,186,-5.68531235775792e-05,-9.3315590242198e-05,4.03636959181572e-06,1,2
"withheld","Q409","Q409","(3) Good",3,165,189,-3.1329456829037e-05,-0.000157793575215388,5.60602416623148e-05,2,1
"withheld","Q409","Q409","(4) Fair",3,65,82,-0.000129407930211429,-0.000201181490896151,-1.81334471692543e-05,0,3
"withheld","Q409","Q409","(5) Poor",2,11,15,-0.000328067749977579,-0.000824603512526789,0.00016846801257163,1,1
"withheld","Q410","Q410","(1) Excellent",3,123,135,0.000136652633227997,5.47009228911356e-05,0.000293260967160226,3,0
"withheld","Q410","Q410","(2) Very good",3,147,164,4.44486379606572e-05,-3.26335684916965e-05,8.93408399138803e-05,2,1
"withheld","Q410","Q410","(3) Good",3,135,149,-4.6361962755774e-05,-0.000151374370587401,0.000135967299752603,1,2
"withheld","Q410","Q410","(4) Fair",3,68,78,-0.000217613935991016,-0.000315091444125359,-4.54001117370945e-05,0,3
"withheld","Q410","Q410","(5) Poor",3,13,17,0.000211339961117468,-8.84871192335766e-05,0.000499294263477725,2,1
"withheld","Q411_Q416R1","Q411_Q416R1","(1) Not at all",3,283,289,0.000163212100306184,0.000116825627531483,0.000193938003212745,3,0
"withheld","Q411_Q416R1","Q411_Q416R1","(2) Several days",3,120,129,-0.000117308167280765,-0.000143798345684092,-6.75678908256913e-05,0,3
"withheld","Q411_Q416R1","Q411_Q416R1","(3) More than half of the days",3,55,63,-7.50213648560482e-05,-0.000243992482723994,7.40978002641616e-05,1,2
"withheld","Q411_Q416R1","Q411_Q416R1","(4) Almost every day",3,32,39,-0.000314814848994672,-0.000691994902453809,-4.39183295777437e-05,0,3
"withheld","Q411_Q416R1","Q411_Q416R1","(5) Everyday",3,10,17,-0.0011005447336072,-0.00235291567349682,-0.000123505860742563,0,3
"withheld","Q411_Q416R2","Q411_Q416R2","(1) Not at all",3,279,290,9.11192152864746e-05,-2.16545654883671e-05,0.000214125829295963,2,1
"withheld","Q411_Q416R2","Q411_Q416R2","(2) Several days",3,134,140,1.33982434901153e-05,-4.83746258367253e-05,5.5561584322126e-05,2,1
"withheld","Q411_Q416R2","Q411_Q416R2","(3) More than half of the days",3,55,56,-0.000212294442632297,-0.000293115086776844,-7.71703688457874e-05,0,3
"withheld","Q411_Q416R2","Q411_Q416R2","(4) Almost every day",3,29,34,-0.000133363887863139,-0.000408193837322896,0.000311486483809475,1,2
"withheld","Q411_Q416R2","Q411_Q416R2","(5) Everyday",3,12,17,-0.000410876161355567,-0.00122438165065228,0.00013686822263135,1,2
"withheld","Q411_Q416R3","Q411_Q416R3","(1) Not at all",3,236,245,0.000141136258332919,5.2413884965962e-05,0.00020585062703807,3,0
"withheld","Q411_Q416R3","Q411_Q416R3","(2) Several days",3,148,167,-2.81445317528631e-05,-7.7625985931734e-05,5.22670135280314e-05,1,2
"withheld","Q411_Q416R3","Q411_Q416R3","(3) More than half of the days",3,54,68,-0.000587909010323288,-0.000863086482527141,-0.000266135198624852,0,3
"withheld","Q411_Q416R3","Q411_Q416R3","(4) Almost every day",3,40,45,-0.00026245025882437,-0.000480426042706635,6.42079421002678e-05,1,2
"withheld","Q411_Q416R3","Q411_Q416R3","(5) Everyday",3,19,20,-5.85433051441418e-05,-0.000344337733903394,0.000144805141257921,2,1
"withheld","Q411_Q416R4","Q411_Q416R4","(1) Not at all",3,295,307,0.000123941974612393,7.65333241422541e-05,0.000161278148813388,3,0
"withheld","Q411_Q416R4","Q411_Q416R4","(2) Several days",3,106,124,-0.000200629610135939,-0.00029651661593933,-0.000111319071514505,0,3
"withheld","Q411_Q416R4","Q411_Q416R4","(3) More than half of the days",3,57,68,-0.000143973525538423,-0.000298517215101764,-5.31666492094307e-05,0,3
"withheld","Q411_Q416R4","Q411_Q416R4","(4) Almost every day",3,23,30,0.000105500991282609,-0.000267138223825818,0.00045576524507434,2,1
"withheld","Q411_Q416R4","Q411_Q416R4","(5) Everyday",3,14,22,-0.000175616126712309,-0.000281841050012524,-9.52070757448403e-05,0,3
"withheld","Q411_Q416R5","Q411_Q416R5","(1) Not at all",3,279,298,-5.27156841186216e-06,-5.85752863703383e-05,7.67975888230718e-05,1,2
"withheld","Q411_Q416R5","Q411_Q416R5","(2) Several days",3,113,115,9.66728074884854e-05,4.68285501300557e-05,0.000178440391359992,3,0
"withheld","Q411_Q416R5","Q411_Q416R5","(3) More than half of the days",3,62,77,-3.82324696027518e-05,-0.000172879507700615,0.000140809385652405,1,2
"withheld","Q411_Q416R5","Q411_Q416R5","(4) Almost every day",3,30,35,-7.57599672693673e-05,-0.000102714248890162,-4.36475028507666e-05,0,3
"withheld","Q411_Q416R5","Q411_Q416R5","(5) Everyday",3,16,23,-0.000102720519652677,-0.000159828694334567,-4.46032792596686e-05,0,3
"withheld","Q411_Q416R6","Q411_Q416R6","(1) Not at all",3,208,232,0.000234801970259229,0.000142710477088204,0.00030908145404456,3,0
"withheld","Q411_Q416R6","Q411_Q416R6","(2) Several days",3,148,159,-0.000147391164606037,-0.000235206287018273,3.39280874135936e-06,1,2
"withheld","Q411_Q416R6","Q411_Q416R6","(3) More than half of the days",3,69,81,-0.000137268807116565,-0.000243780840919142,-5.36610611549701e-05,0,3
"withheld","Q411_Q416R6","Q411_Q416R6","(4) Almost every day",3,42,53,-0.000242122867630368,-0.000338268531947938,-0.000127813377184303,0,3
"withheld","Q411_Q416R6","Q411_Q416R6","(5) Everyday",3,18,32,-0.000338228105762295,-0.000569812317717688,-0.000170526654228646,0,3
"withheld","Q417_Q424R1","Q417_Q424R1","(1) Strongly support",3,12,17,-0.000531989943005141,-0.000888817652126433,9.25105111754016e-05,1,2
"withheld","Q417_Q424R1","Q417_Q424R1","(2) Support",2,10,10,0.00013411927703723,5.87756707405302e-05,0.000209462883333929,2,0
"withheld","Q417_Q424R1","Q417_Q424R1","(3) Somewhat support",3,24,38,-0.000102237753150206,-0.000198202059661924,2.17253340045984e-05,1,2
"withheld","Q417_Q424R1","Q417_Q424R1","(4) Somewhat oppose",2,11,13,-0.000126673717257822,-0.000231697820650007,-2.16496138656371e-05,0,2
"withheld","Q417_Q424R1","Q417_Q424R1","(6) Strongly oppose",3,23,33,0.00132753710011049,0.000319248333841265,0.00196340325734944,3,0
"withheld","Q417_Q424R1","Q417_Q424R1","Not observed / routed",3,416,430,-1.88083882940728e-05,-5.88499049063509e-05,1.88613605171805e-05,1,2
"withheld","Q417_Q424R2","Q417_Q424R2","(1) Strongly support",3,10,15,0.000136711833455383,-0.000274278019082687,0.00050394563486184,2,1
"withheld","Q417_Q424R2","Q417_Q424R2","(2) Support",3,11,15,-0.000663494854854797,-0.00104490254446776,-7.73269261067252e-05,0,3
"withheld","Q417_Q424R2","Q417_Q424R2","(3) Somewhat support",3,22,29,-0.00025804328731015,-0.000436623084211216,-0.000151352867601588,0,3
"withheld","Q417_Q424R2","Q417_Q424R2","(4) Somewhat oppose",3,12,18,2.25292567207867e-05,-0.000190016539750964,0.000144901182570507,2,1
"withheld","Q417_Q424R2","Q417_Q424R2","(6) Strongly oppose",3,24,26,0.00578784197510215,0.00344489784921866,0.0100196192637942,3,0
"withheld","Q417_Q424R2","Q417_Q424R2","Not observed / routed",3,418,426,-0.000263967005448466,-0.000408600961993848,-0.00018710364746033,0,3
"withheld","Q417_Q424R3","Q417_Q424R3","(1) Strongly support",3,17,22,-0.000103245398369406,-0.00011400869698041,-8.55721799116223e-05,0,3
"withheld","Q417_Q424R3","Q417_Q424R3","(2) Support",3,17,22,-0.000955958619378572,-0.00119090209425125,-0.000698991740999686,0,3
"withheld","Q417_Q424R3","Q417_Q424R3","(3) Somewhat support",3,20,22,-0.00108202121369514,-0.00273243444245293,0.000214770960980211,1,2
"withheld","Q417_Q424R3","Q417_Q424R3","(4) Somewhat oppose",2,11,11,0.0012461985494503,0.000230504070229477,0.00226189302867112,2,0
"withheld","Q417_Q424R3","Q417_Q424R3","(5) Oppose",1,15,15,0.0030239871731629,0.0030239871731629,0.0030239871731629,1,0
"withheld","Q417_Q424R3","Q417_Q424R3","(6) Strongly oppose",3,12,22,0.00443608055824173,0.00110600865936151,0.00635213814205852,3,0
"withheld","Q417_Q424R3","Q417_Q424R3","Not observed / routed",3,416,430,-9.3502217294174e-05,-0.000141621405624311,-6.79572392554205e-05,0,3
"withheld","Q417_Q424R4","Q417_Q424R4","(1) Strongly support",2,10,12,0.00179624322393246,0.00120713248138342,0.00238535396648151,2,0
"withheld","Q417_Q424R4","Q417_Q424R4","(2) Support",3,10,16,0.000206975908015424,-0.000102758765661338,0.000565546877271853,2,1
"withheld","Q417_Q424R4","Q417_Q424R4","(3) Somewhat support",3,14,17,0.000333210297189004,-6.44953707965427e-06,0.000875293213556322,2,1
"withheld","Q417_Q424R4","Q417_Q424R4","(4) Somewhat oppose",3,12,17,0.000892107085814939,0.000277181182834901,0.00140912564728094,3,0
"withheld","Q417_Q424R4","Q417_Q424R4","(5) Oppose",3,10,15,2.88448695897886e-06,-0.000108580320853666,0.000162974442755268,1,2
"withheld","Q417_Q424R4","Q417_Q424R4","(6) Strongly oppose",3,32,39,0.00118829950504608,0.000716547884255194,0.00152793969897439,3,0
"withheld","Q417_Q424R4","Q417_Q424R4","Not observed / routed",3,418,426,-0.000135775939479386,-0.000163115529375739,-0.000103179277695069,0,3
"withheld","Q417_Q424R5","Q417_Q424R5","(1) Strongly support",3,24,34,-3.99862041683848e-05,-0.000375285427638651,0.000457510662098699,1,2
"withheld","Q417_Q424R5","Q417_Q424R5","(2) Support",3,16,23,-0.000822148675238398,-0.00126690316285392,-0.000408026457734324,0,3
"withheld","Q417_Q424R5","Q417_Q424R5","(3) Somewhat support",3,23,30,0.000628157016739471,1.77332384797969e-05,0.00160843715861802,3,0
"withheld","Q417_Q424R5","Q417_Q424R5","(6) Strongly oppose",2,14,15,0.00286531071117212,0.00157481522431473,0.00415580619802951,2,0
"withheld","Q417_Q424R5","Q417_Q424R5","Not observed / routed",3,416,430,-5.28320963429445e-05,-9.95525266241514e-05,-2.84377606720334e-05,0,3
"withheld","Q417_Q424R6","Q417_Q424R6","(1) Strongly support",3,21,26,8.93989439575667e-05,-0.000120840849095425,0.000473961892840066,1,2
