"variable","item","verified_short_label","construct","wording_source","codebook_pdf_page","source_type","appended_context","routing_notes","missingness_type","sample_system_missing","base_decision","model1","model2","model3","exclusion_note","label_review","raw_observed","measurement","questionnaire_item","questionnaire_pdf_page"
"Q754_Q762R1C3","Q754_Q762R1","Q754_Q762R1C3","Q754_Q762r1c3: No, nobody in my household - Lost job - For each of the following","ICPSR variable label; may be truncated",564,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R2C1","Q754_Q762R2","Q754_Q762R2C1","Q754_Q762r2c1: Yes, me - Had work hours cut, or pay cut, but kept job - For each","ICPSR variable label; may be truncated",564,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R2C2","Q754_Q762R2","Q754_Q762R2C2","Q754_Q762r2c2: Yes, someone else in my household - Had work hours cut, or pay cu","ICPSR variable label; may be truncated",564,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R2C3","Q754_Q762R2","Q754_Q762R2C3","Q754_Q762r2c3: No, nobody in my household - Had work hours cut, or pay cut, but","ICPSR variable label; may be truncated",565,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R3C1","Q754_Q762R3","Q754_Q762R3C1","Q754_Q762r3c1: Yes, me - Had to temporarily or permanently close my business or","ICPSR variable label; may be truncated",565,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R3C2","Q754_Q762R3","Q754_Q762R3C2","Q754_Q762r3c2: Yes, someone else in my household - Had to temporarily or permane","ICPSR variable label; may be truncated",565,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R3C3","Q754_Q762R3","Q754_Q762R3C3","Q754_Q762r3c3: No, nobody in my household - Had to temporarily or permanently cl","ICPSR variable label; may be truncated",566,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R4C1","Q754_Q762R4","Q754_Q762R4C1","Q754_Q762r4c1: Yes, me - Currently unemployed and looking for work - For each of","ICPSR variable label; may be truncated",566,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R4C2","Q754_Q762R4","Q754_Q762R4C2","Q754_Q762r4c2: Yes, someone else in my household - Currently unemployed and look","ICPSR variable label; may be truncated",566,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R4C3","Q754_Q762R4","Q754_Q762R4C3","Q754_Q762r4c3: No, nobody in my household - Currently unemployed and looking for","ICPSR variable label; may be truncated",567,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R5C1","Q754_Q762R5","Q754_Q762R5C1","Q754_Q762r5c1: Yes, me - Lost access to health insurance - For each of the follo","ICPSR variable label; may be truncated",567,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R5C2","Q754_Q762R5","Q754_Q762R5C2","Q754_Q762r5c2: Yes, someone else in my household - Lost access to health insuran","ICPSR variable label; may be truncated",567,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R5C3","Q754_Q762R5","Q754_Q762R5C3","Q754_Q762r5c3: No, nobody in my household - Lost access to health insurance - Fo","ICPSR variable label; may be truncated",568,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R6C1","Q754_Q762R6","Q754_Q762R6C1","Q754_Q762r6c1: Yes, me - Was not able to pay monthly rent or mortgage - For each","ICPSR variable label; may be truncated",568,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R6C2","Q754_Q762R6","Q754_Q762R6C2","Q754_Q762r6c2: Yes, someone else in my household - Was not able to pay monthly r","ICPSR variable label; may be truncated",568,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
